date,year,month,month_name,day,weekday,weekday_name,is_weekday,total_traffic_volume,avg_traffic_volume,min_traffic_volume,max_traffic_volume,record_count
2015-06-13,2015,6,Jun,13,5,Saturday,0,5091,2545.5,2051,3040,2
2015-06-14,2015,6,Jun,14,6,Sunday,0,2909,2909.0,2909,2909,1
2015-06-19,2015,6,Jun,19,4,Friday,1,4681,4681.0,4681,4681,1
2015-06-20,2015,6,Jun,20,5,Saturday,0,4045,4045.0,4045,4045,1
2015-06-22,2015,6,Jun,22,0,Monday,1,5157,2578.5,742,4415,2
2015-06-24,2015,6,Jun,24,2,Wednesday,1,66712,4169.5,923,6393,16
2015-06-25,2015,6,Jun,25,3,Thursday,1,44438,3418.31,334,6277,13
2015-06-26,2015,6,Jun,26,4,Friday,1,84559,3676.48,384,6002,23
2015-06-27,2015,6,Jun,27,5,Saturday,0,68786,2645.62,452,4395,26
2015-06-28,2015,6,Jun,28,6,Sunday,0,76951,2331.85,330,4571,33
2015-06-29,2015,6,Jun,29,0,Monday,1,132814,3405.49,326,6495,39
2015-06-30,2015,6,Jun,30,1,Tuesday,1,93160,3726.4,327,6383,25
2015-07-01,2015,7,Jul,1,2,Wednesday,1,82105,3569.78,347,6261,23
2015-07-02,2015,7,Jul,2,3,Thursday,1,86035,3584.79,356,5933,24
2015-07-03,2015,7,Jul,3,4,Friday,1,64366,2681.92,359,4380,24
2015-07-04,2015,7,Jul,4,5,Saturday,0,68917,1767.1,341,3493,39
2015-07-05,2015,7,Jul,5,6,Sunday,0,58611,2254.27,293,4057,26
2015-07-06,2015,7,Jul,6,0,Monday,1,226086,3532.59,319,6006,64
2015-07-07,2015,7,Jul,7,1,Tuesday,1,84266,3511.08,283,6368,24
2015-07-08,2015,7,Jul,8,2,Wednesday,1,87620,3650.83,286,6234,24
2015-07-09,2015,7,Jul,9,3,Thursday,1,89488,3728.67,343,6518,24
2015-07-10,2015,7,Jul,10,4,Friday,1,87818,3659.08,379,6030,24
2015-07-11,2015,7,Jul,11,5,Saturday,0,71521,2750.81,436,4826,26
2015-07-12,2015,7,Jul,12,6,Sunday,0,56070,2242.8,359,4366,25
2015-07-13,2015,7,Jul,13,0,Monday,1,84424,2911.17,295,6073,29
2015-07-14,2015,7,Jul,14,1,Tuesday,1,83920,3496.67,325,6444,24
2015-07-15,2015,7,Jul,15,2,Wednesday,1,87821,3512.84,356,6429,25
2015-07-16,2015,7,Jul,16,3,Thursday,1,181023,4022.73,351,6133,45
2015-07-17,2015,7,Jul,17,4,Friday,1,96760,3583.7,340,6060,27
2015-07-18,2015,7,Jul,18,5,Saturday,0,72132,2326.84,435,4583,31
2015-07-19,2015,7,Jul,19,6,Sunday,0,64483,2686.79,342,4929,24
2015-07-20,2015,7,Jul,20,0,Monday,1,83472,3478.0,316,6247,24
2015-07-21,2015,7,Jul,21,1,Tuesday,1,86129,3588.71,267,6071,24
2015-07-22,2015,7,Jul,22,2,Wednesday,1,86766,3615.25,312,6279,24
2015-07-23,2015,7,Jul,23,3,Thursday,1,86918,3621.58,349,6256,24
2015-07-24,2015,7,Jul,24,4,Friday,1,123549,3633.79,65,6023,34
2015-07-25,2015,7,Jul,25,5,Saturday,0,41894,1611.31,1,3410,26
2015-07-26,2015,7,Jul,26,6,Sunday,0,52849,2032.65,258,3892,26
2015-07-27,2015,7,Jul,27,0,Monday,1,81927,3413.62,305,5868,24
2015-07-28,2015,7,Jul,28,1,Tuesday,1,107885,3720.17,317,6622,29
2015-07-29,2015,7,Jul,29,2,Wednesday,1,77804,3382.78,305,6177,23
2015-07-30,2015,7,Jul,30,3,Thursday,1,86105,3743.7,342,6462,23
2015-07-31,2015,7,Jul,31,4,Friday,1,91315,3804.79,376,6132,24
2015-08-01,2015,8,Aug,1,5,Saturday,0,57769,2407.04,397,3926,24
2015-08-02,2015,8,Aug,2,6,Sunday,0,55734,2322.25,300,3959,24
2015-08-03,2015,8,Aug,3,0,Monday,1,84346,3514.42,315,6278,24
2015-08-04,2015,8,Aug,4,1,Tuesday,1,85946,3581.08,293,6269,24
2015-08-05,2015,8,Aug,5,2,Wednesday,1,91103,3795.96,308,6501,24
2015-08-06,2015,8,Aug,6,3,Thursday,1,120665,3656.52,357,6352,33
2015-08-07,2015,8,Aug,7,4,Friday,1,99348,3311.6,354,6093,30
2015-08-08,2015,8,Aug,8,5,Saturday,0,73279,2818.42,446,4540,26
2015-08-09,2015,8,Aug,9,6,Sunday,0,83478,2608.69,360,4735,32
2015-08-10,2015,8,Aug,10,0,Monday,1,86334,3320.54,321,6215,26
2015-08-11,2015,8,Aug,11,1,Tuesday,1,85680,3570.0,283,6490,24
2015-08-12,2015,8,Aug,12,2,Wednesday,1,91023,3792.62,323,6409,24
2015-08-13,2015,8,Aug,13,3,Thursday,1,92141,3412.63,322,6349,27
2015-08-14,2015,8,Aug,14,4,Friday,1,90644,3625.76,348,5852,25
2015-08-15,2015,8,Aug,15,5,Saturday,0,71725,2758.65,400,4898,26
2015-08-16,2015,8,Aug,16,6,Sunday,0,93097,2586.03,308,4453,36
2015-08-17,2015,8,Aug,17,0,Monday,1,84018,3231.46,277,6376,26
2015-08-18,2015,8,Aug,18,1,Tuesday,1,175312,3811.13,270,6649,46
2015-08-19,2015,8,Aug,19,2,Wednesday,1,207615,3844.72,307,6440,54
2015-08-20,2015,8,Aug,20,3,Thursday,1,91338,3805.75,281,6519,24
2015-08-21,2015,8,Aug,21,4,Friday,1,89388,3724.5,356,6237,24
2015-08-22,2015,8,Aug,22,5,Saturday,0,98838,2907.0,423,4738,34
2015-08-23,2015,8,Aug,23,6,Sunday,0,63548,2353.63,285,4532,27
2015-08-24,2015,8,Aug,24,0,Monday,1,85039,3543.29,268,6463,24
2015-08-25,2015,8,Aug,25,1,Tuesday,1,87020,3783.48,293,6620,23
2015-08-26,2015,8,Aug,26,2,Wednesday,1,92983,3719.32,297,6563,25
2015-08-27,2015,8,Aug,27,3,Thursday,1,92247,3843.62,257,6719,24
2015-08-28,2015,8,Aug,28,4,Friday,1,98854,3954.16,351,6412,25
2015-08-29,2015,8,Aug,29,5,Saturday,0,57886,2631.18,388,5024,22
2015-08-30,2015,8,Aug,30,6,Sunday,0,66740,2566.92,303,5042,26
2015-08-31,2015,8,Aug,31,0,Monday,1,96798,3585.11,255,6488,27
2015-09-01,2015,9,Sep,1,1,Tuesday,1,43491,3624.25,383,6685,12
2015-09-02,2015,9,Sep,2,2,Wednesday,1,144917,4391.42,325,6526,33
2015-09-03,2015,9,Sep,3,3,Thursday,1,122998,3727.21,311,6518,33
2015-09-04,2015,9,Sep,4,4,Friday,1,91073,3794.71,352,6243,24
2015-09-05,2015,9,Sep,5,5,Saturday,0,77518,2768.5,439,4623,28
2015-09-06,2015,9,Sep,6,6,Sunday,0,82136,2219.89,355,4579,37
2015-09-07,2015,9,Sep,7,0,Monday,1,58327,2430.29,255,4660,24
2015-09-08,2015,9,Sep,8,1,Tuesday,1,100514,3466.0,253,6740,29
2015-09-09,2015,9,Sep,9,2,Wednesday,1,101742,3282.0,260,6856,31
2015-09-10,2015,9,Sep,10,3,Thursday,1,134029,3527.08,297,6606,38
2015-09-11,2015,9,Sep,11,4,Friday,1,87828,3659.5,310,6262,24
2015-09-12,2015,9,Sep,12,5,Saturday,0,52735,1701.13,196,3248,31
2015-09-13,2015,9,Sep,13,6,Sunday,0,56216,2342.33,257,3949,24
2015-09-14,2015,9,Sep,14,0,Monday,1,84963,3694.04,246,6579,23
2015-09-15,2015,9,Sep,15,1,Tuesday,1,91042,3793.42,257,6749,24
2015-09-16,2015,9,Sep,16,2,Wednesday,1,85841,2960.03,278,6777,29
2015-09-17,2015,9,Sep,17,3,Thursday,1,197748,4035.67,255,6550,49
2015-09-18,2015,9,Sep,18,4,Friday,1,129790,3817.35,347,6180,34
2015-09-19,2015,9,Sep,19,5,Saturday,0,74566,2982.64,383,4825,25
2015-09-20,2015,9,Sep,20,6,Sunday,0,61318,2666.0,367,4270,23
2015-09-21,2015,9,Sep,21,0,Monday,1,76617,3648.43,235,6772,21
2015-09-22,2015,9,Sep,22,1,Tuesday,1,72648,3459.43,255,6790,21
2015-09-23,2015,9,Sep,23,2,Wednesday,1,135236,3558.84,257,6567,38
2015-09-24,2015,9,Sep,24,3,Thursday,1,198058,3961.16,384,6454,50
2015-09-25,2015,9,Sep,25,4,Friday,1,65630,3646.11,392,6448,18
2015-09-26,2015,9,Sep,26,5,Saturday,0,42594,2366.33,432,4455,18
2015-09-27,2015,9,Sep,27,6,Sunday,0,52460,2498.1,336,4782,21
2015-09-28,2015,9,Sep,28,0,Monday,1,89655,3898.04,315,6558,23
2015-09-29,2015,9,Sep,29,1,Tuesday,1,73012,3476.76,258,6682,21
2015-09-30,2015,9,Sep,30,2,Wednesday,1,78059,3717.1,273,6457,21
2015-10-01,2015,10,Oct,1,3,Thursday,1,70811,3540.55,298,6258,20
2015-10-02,2015,10,Oct,2,4,Friday,1,73723,3686.15,381,6418,20
2015-10-03,2015,10,Oct,3,5,Saturday,0,64148,3054.67,368,5542,21
2015-10-04,2015,10,Oct,4,6,Sunday,0,57209,2724.24,338,6013,21
2015-10-05,2015,10,Oct,5,0,Monday,1,75852,3612.0,258,6470,21
2015-10-06,2015,10,Oct,6,1,Tuesday,1,70822,3541.1,268,6557,20
2015-10-07,2015,10,Oct,7,2,Wednesday,1,94643,3505.3,252,6304,27
2015-10-08,2015,10,Oct,8,3,Thursday,1,129461,3698.89,282,6312,35
2015-10-09,2015,10,Oct,9,4,Friday,1,55570,3473.12,331,6200,16
2015-10-10,2015,10,Oct,10,5,Saturday,0,44739,2236.95,268,3688,20
2015-10-11,2015,10,Oct,11,6,Sunday,0,39648,1723.83,215,2855,23
2015-10-12,2015,10,Oct,12,0,Monday,1,104917,3747.04,210,6241,28
2015-10-13,2015,10,Oct,13,1,Tuesday,1,87079,3483.16,251,6465,25
2015-10-14,2015,10,Oct,14,2,Wednesday,1,46734,3115.6,300,6401,15
2015-10-15,2015,10,Oct,15,3,Thursday,1,83807,3990.81,265,6431,21
2015-10-16,2015,10,Oct,16,4,Friday,1,31502,3500.22,369,5307,9
2015-10-17,2015,10,Oct,17,5,Saturday,0,26585,2416.82,360,4378,11
2015-10-18,2015,10,Oct,18,6,Sunday,0,35327,2078.06,332,4394,17
2015-10-19,2015,10,Oct,19,0,Monday,1,62031,3264.79,256,6414,19
2015-10-20,2015,10,Oct,20,1,Tuesday,1,50594,3891.85,957,6192,13
2015-10-21,2015,10,Oct,21,2,Wednesday,1,78425,3921.25,327,6378,20
2015-10-22,2015,10,Oct,22,3,Thursday,1,75393,3769.65,261,6464,20
2015-10-23,2015,10,Oct,23,4,Friday,1,46061,3070.73,346,5776,15
2015-10-27,2015,10,Oct,27,1,Tuesday,1,51984,3713.14,1042,6324,14
2015-10-28,2015,10,Oct,28,2,Wednesday,1,147382,3594.68,339,5848,41
2015-10-29,2015,10,Oct,29,3,Thursday,1,74105,3368.41,229,6320,22
2015-10-30,2015,10,Oct,30,4,Friday,1,52507,3750.5,306,6158,14
2015-10-31,2015,10,Oct,31,5,Saturday,0,62375,2711.96,411,5488,23
2015-11-01,2015,11,Nov,1,6,Sunday,0,29978,2306.0,314,4628,13
2015-11-02,2015,11,Nov,2,0,Monday,1,46063,3543.31,288,6532,13
2015-11-03,2015,11,Nov,3,1,Tuesday,1,56855,3553.44,229,6548,16
2015-11-04,2015,11,Nov,4,2,Wednesday,1,58345,3889.67,336,6670,15
2015-11-05,2015,11,Nov,5,3,Thursday,1,56928,4066.29,358,6743,14
2015-11-06,2015,11,Nov,6,4,Friday,1,51270,3943.85,381,6809,13
2015-11-07,2015,11,Nov,7,5,Saturday,0,36757,2827.46,376,4680,13
2015-11-08,2015,11,Nov,8,6,Sunday,0,29527,2271.31,304,4235,13
2015-11-09,2015,11,Nov,9,0,Monday,1,45028,3216.29,299,6514,14
2015-11-10,2015,11,Nov,10,1,Tuesday,1,47645,3665.0,303,6517,13
2015-11-11,2015,11,Nov,11,2,Wednesday,1,71844,2993.5,355,6049,24
2015-11-12,2015,11,Nov,12,3,Thursday,1,58981,2949.05,253,6794,20
2015-11-13,2015,11,Nov,13,4,Friday,1,43948,3380.62,257,6235,13
2015-11-14,2015,11,Nov,14,5,Saturday,0,42169,3012.07,425,5322,14
2015-11-15,2015,11,Nov,15,6,Sunday,0,36704,2159.06,304,4727,17
2015-11-16,2015,11,Nov,16,0,Monday,1,65592,3279.6,237,6089,20
2015-11-17,2015,11,Nov,17,1,Tuesday,1,123535,3633.38,273,6368,34
2015-11-18,2015,11,Nov,18,2,Wednesday,1,85534,3421.36,292,6341,25
2015-11-19,2015,11,Nov,19,3,Thursday,1,47523,2795.47,271,6557,17
2015-11-20,2015,11,Nov,20,4,Friday,1,47333,3380.93,328,6574,14
2015-11-21,2015,11,Nov,21,5,Saturday,0,40891,3145.46,385,4790,13
2015-11-22,2015,11,Nov,22,6,Sunday,0,32785,2341.79,299,4923,14
2015-11-23,2015,11,Nov,23,0,Monday,1,44802,3446.31,274,6157,13
2015-11-24,2015,11,Nov,24,1,Tuesday,1,46900,3350.0,337,6709,14
2015-11-25,2015,11,Nov,25,2,Wednesday,1,44851,3450.08,329,5966,13
2015-11-26,2015,11,Nov,26,3,Thursday,1,44366,2016.64,272,3232,22
2015-11-27,2015,11,Nov,27,4,Friday,1,35319,2716.85,287,4804,13
2015-11-28,2015,11,Nov,28,5,Saturday,0,39343,2810.21,303,5002,14
2015-11-29,2015,11,Nov,29,6,Sunday,0,33291,2560.85,298,5228,13
2015-11-30,2015,11,Nov,30,0,Monday,1,72764,3031.83,260,5147,24
2015-12-01,2015,12,Dec,1,1,Tuesday,1,74086,3221.13,275,6376,23
2015-12-02,2015,12,Dec,2,2,Wednesday,1,62009,3263.63,285,6401,19
2015-12-03,2015,12,Dec,3,3,Thursday,1,45504,3792.0,342,6690,12
2015-12-04,2015,12,Dec,4,4,Friday,1,50438,3879.85,302,6452,13
2015-12-05,2015,12,Dec,5,5,Saturday,0,39395,3030.38,420,5264,13
2015-12-06,2015,12,Dec,6,6,Sunday,0,49659,2482.95,353,4233,20
2015-12-07,2015,12,Dec,7,0,Monday,1,44496,2781.0,318,6464,16
2015-12-08,2015,12,Dec,8,1,Tuesday,1,68873,3826.28,290,6550,18
2015-12-09,2015,12,Dec,9,2,Wednesday,1,52903,2939.06,262,6893,18
2015-12-10,2015,12,Dec,10,3,Thursday,1,63938,3996.12,287,6614,16
2015-12-11,2015,12,Dec,11,4,Friday,1,53747,3839.07,331,6555,14
2015-12-12,2015,12,Dec,12,5,Saturday,0,52586,3093.29,412,5130,17
2015-12-13,2015,12,Dec,13,6,Sunday,0,52687,2290.74,289,4440,23
2015-12-14,2015,12,Dec,14,0,Monday,1,91107,3961.17,311,5739,23
2015-12-15,2015,12,Dec,15,1,Tuesday,1,70435,4143.24,281,6054,17
2015-12-16,2015,12,Dec,16,2,Wednesday,1,135646,3767.94,269,6450,36
2015-12-17,2015,12,Dec,17,3,Thursday,1,54523,3894.5,301,6209,14
2015-12-18,2015,12,Dec,18,4,Friday,1,49323,3794.08,350,6057,13
2015-12-19,2015,12,Dec,19,5,Saturday,0,41621,2774.73,397,4897,15
2015-12-20,2015,12,Dec,20,6,Sunday,0,39614,2200.78,309,4497,18
2015-12-21,2015,12,Dec,21,0,Monday,1,48841,3256.07,272,6356,15
2015-12-22,2015,12,Dec,22,1,Tuesday,1,49774,3828.77,434,6310,13
2015-12-23,2015,12,Dec,23,2,Wednesday,1,98009,4083.71,369,5222,24
2015-12-24,2015,12,Dec,24,3,Thursday,1,36409,2600.64,374,4812,14
2015-12-25,2015,12,Dec,25,4,Friday,1,31185,1559.25,171,3015,20
2015-12-26,2015,12,Dec,26,5,Saturday,0,39910,1478.15,270,3759,27
2015-12-27,2015,12,Dec,27,6,Sunday,0,42881,2256.89,285,4699,19
2015-12-28,2015,12,Dec,28,0,Monday,1,56006,2666.95,301,5565,21
2015-12-29,2015,12,Dec,29,1,Tuesday,1,68445,2360.17,363,5056,29
2015-12-30,2015,12,Dec,30,2,Wednesday,1,54867,3227.47,356,6091,17
2015-12-31,2015,12,Dec,31,3,Thursday,1,92566,3560.23,358,5747,26
2016-01-01,2016,1,Jan,1,4,Friday,1,34489,1815.21,533,3498,19
2016-01-02,2016,1,Jan,2,5,Saturday,0,41018,2278.78,378,4513,18
2016-01-03,2016,1,Jan,3,6,Sunday,0,28628,2202.15,606,4369,13
2016-01-04,2016,1,Jan,4,0,Monday,1,81891,3899.57,270,6234,21
2016-01-05,2016,1,Jan,5,1,Tuesday,1,61120,3595.29,309,6525,17
2016-01-06,2016,1,Jan,6,2,Wednesday,1,68060,3093.64,426,6716,22
2016-01-07,2016,1,Jan,7,3,Thursday,1,102699,3209.34,315,6438,32
2016-01-08,2016,1,Jan,8,4,Friday,1,99571,3017.3,359,5982,33
2016-01-09,2016,1,Jan,9,5,Saturday,0,46046,2877.88,273,4984,16
2016-01-10,2016,1,Jan,10,6,Sunday,0,34739,2315.93,273,3973,15
2016-01-11,2016,1,Jan,11,0,Monday,1,67130,2918.7,269,5540,23
2016-01-12,2016,1,Jan,12,1,Tuesday,1,47629,2976.81,326,6062,16
2016-01-13,2016,1,Jan,13,2,Wednesday,1,51375,3210.94,486,6636,16
2016-01-14,2016,1,Jan,14,3,Thursday,1,79656,3793.14,351,6713,21
2016-01-15,2016,1,Jan,15,4,Friday,1,61431,3233.21,481,6483,19
2016-01-16,2016,1,Jan,16,5,Saturday,0,51271,2848.39,688,4636,18
2016-01-17,2016,1,Jan,17,6,Sunday,0,34103,2006.06,343,3954,17
2016-01-18,2016,1,Jan,18,0,Monday,1,43219,3087.07,263,4883,14
2016-01-19,2016,1,Jan,19,1,Tuesday,1,45533,3502.54,520,6735,13
2016-01-20,2016,1,Jan,20,2,Wednesday,1,97562,3613.41,254,6494,27
2016-01-21,2016,1,Jan,21,3,Thursday,1,113087,3769.57,319,6708,30
2016-01-22,2016,1,Jan,22,4,Friday,1,58460,3897.33,585,6630,15
2016-01-23,2016,1,Jan,23,5,Saturday,0,46446,2902.88,440,4894,16
2016-01-24,2016,1,Jan,24,6,Sunday,0,58814,2557.13,440,4166,23
2016-01-25,2016,1,Jan,25,0,Monday,1,104512,3732.57,260,6309,28
2016-01-26,2016,1,Jan,26,1,Tuesday,1,49374,3291.6,279,6600,15
2016-01-27,2016,1,Jan,27,2,Wednesday,1,53758,3359.88,274,6649,16
2016-01-28,2016,1,Jan,28,3,Thursday,1,65632,3646.22,347,6583,18
2016-01-29,2016,1,Jan,29,4,Friday,1,82128,3570.78,286,6536,23
2016-01-30,2016,1,Jan,30,5,Saturday,0,32801,2733.42,408,5145,12
2016-01-31,2016,1,Jan,31,6,Sunday,0,38879,2287.0,401,4929,17
2016-02-01,2016,2,Feb,1,0,Monday,1,102707,3950.27,312,6323,26
2016-02-02,2016,2,Feb,2,1,Tuesday,1,71441,2463.48,315,6622,29
2016-02-03,2016,2,Feb,3,2,Wednesday,1,66048,2540.31,217,5814,26
2016-02-04,2016,2,Feb,4,3,Thursday,1,75612,3436.91,300,6158,22
2016-02-05,2016,2,Feb,5,4,Friday,1,119502,3854.9,323,6824,31
2016-02-06,2016,2,Feb,6,5,Saturday,0,85190,2748.06,408,5533,31
2016-02-07,2016,2,Feb,7,6,Sunday,0,68890,2296.33,401,4548,30
2016-02-08,2016,2,Feb,8,0,Monday,1,117356,3667.38,231,6377,32
2016-02-09,2016,2,Feb,9,1,Tuesday,1,83461,3793.68,425,6778,22
2016-02-10,2016,2,Feb,10,2,Wednesday,1,60681,3371.17,337,6820,18
2016-02-11,2016,2,Feb,11,3,Thursday,1,65421,3443.21,283,6764,19
2016-02-12,2016,2,Feb,12,4,Friday,1,69821,3878.94,365,6570,18
2016-02-13,2016,2,Feb,13,5,Saturday,0,54431,2721.55,408,5190,20
2016-02-14,2016,2,Feb,14,6,Sunday,0,52091,2264.83,401,4842,23
2016-02-15,2016,2,Feb,15,0,Monday,1,71273,3098.83,427,5307,23
2016-02-16,2016,2,Feb,16,1,Tuesday,1,79897,2853.46,325,6246,28
2016-02-17,2016,2,Feb,17,2,Wednesday,1,54927,3051.5,267,6898,18
2016-02-18,2016,2,Feb,18,3,Thursday,1,48940,3495.71,266,6788,14
2016-02-19,2016,2,Feb,19,4,Friday,1,84335,4216.75,344,6501,20
2016-02-20,2016,2,Feb,20,5,Saturday,0,43201,3085.79,421,5775,14
2016-02-21,2016,2,Feb,21,6,Sunday,0,38463,2564.2,307,5427,15
2016-02-22,2016,2,Feb,22,0,Monday,1,57867,3214.83,264,6744,18
2016-02-23,2016,2,Feb,23,1,Tuesday,1,127911,3997.22,266,6308,32
2016-02-24,2016,2,Feb,24,2,Wednesday,1,46501,3100.07,341,6437,15
2016-02-25,2016,2,Feb,25,3,Thursday,1,62288,3893.0,284,7118,16
2016-02-26,2016,2,Feb,26,4,Friday,1,56925,3795.0,373,6641,15
2016-02-27,2016,2,Feb,27,5,Saturday,0,41566,2969.0,377,5167,14
2016-02-28,2016,2,Feb,28,6,Sunday,0,38894,2778.14,394,5169,14
2016-02-29,2016,2,Feb,29,0,Monday,1,47722,3670.92,270,6775,13
2016-03-01,2016,3,Mar,1,1,Tuesday,1,54202,3871.57,453,6190,14
2016-03-02,2016,3,Mar,2,2,Wednesday,1,45276,3482.77,454,6599,13
2016-03-03,2016,3,Mar,3,3,Thursday,1,43727,3975.18,306,6836,11
2016-03-04,2016,3,Mar,4,4,Friday,1,80536,4238.74,367,6677,19
2016-03-05,2016,3,Mar,5,5,Saturday,0,38739,2979.92,400,5265,13
2016-03-06,2016,3,Mar,6,6,Sunday,0,33134,2208.93,302,4465,15
2016-03-07,2016,3,Mar,7,0,Monday,1,61573,3848.31,351,6860,16
2016-03-08,2016,3,Mar,8,1,Tuesday,1,44002,3666.83,248,6953,12
2016-03-09,2016,3,Mar,9,2,Wednesday,1,79447,3972.35,279,6843,20
2016-03-10,2016,3,Mar,10,3,Thursday,1,52554,3753.86,280,6823,14
2016-03-11,2016,3,Mar,11,4,Friday,1,57657,3843.8,375,6690,15
2016-03-12,2016,3,Mar,12,5,Saturday,0,52240,3265.0,439,5506,16
2016-03-13,2016,3,Mar,13,6,Sunday,0,50257,2284.41,451,4647,22
2016-03-14,2016,3,Mar,14,0,Monday,1,108333,3186.26,351,6372,34
2016-03-15,2016,3,Mar,15,1,Tuesday,1,135296,3979.29,335,6503,34
2016-03-16,2016,3,Mar,16,2,Wednesday,1,72335,3287.95,245,6976,22
2016-03-17,2016,3,Mar,17,3,Thursday,1,95981,3309.69,267,6694,29
2016-03-18,2016,3,Mar,18,4,Friday,1,83733,3488.88,290,6218,24
2016-03-19,2016,3,Mar,19,5,Saturday,0,57361,2493.96,360,6371,23
2016-03-20,2016,3,Mar,20,6,Sunday,0,38096,2721.14,606,4760,14
2016-03-21,2016,3,Mar,21,0,Monday,1,59292,3294.0,304,6536,18
2016-03-22,2016,3,Mar,22,1,Tuesday,1,58854,3678.38,288,6328,16
2016-03-23,2016,3,Mar,23,2,Wednesday,1,84653,3680.57,349,6945,23
2016-03-24,2016,3,Mar,24,3,Thursday,1,55785,3486.56,262,6382,16
2016-03-25,2016,3,Mar,25,4,Friday,1,62836,3490.89,357,5800,18
2016-03-26,2016,3,Mar,26,5,Saturday,0,65164,2506.31,484,4683,26
2016-03-27,2016,3,Mar,27,6,Sunday,0,42426,1462.97,240,4083,29
2016-03-28,2016,3,Mar,28,0,Monday,1,57956,3050.32,266,6412,19
2016-03-29,2016,3,Mar,29,1,Tuesday,1,66633,3919.59,333,7083,17
2016-03-30,2016,3,Mar,30,2,Wednesday,1,105359,3902.19,299,6672,27
2016-03-31,2016,3,Mar,31,3,Thursday,1,79663,4192.79,279,6789,19
2016-04-01,2016,4,Apr,1,4,Friday,1,75700,4205.56,378,6830,18
2016-04-02,2016,4,Apr,2,5,Saturday,0,49548,3096.75,452,5023,16
2016-04-03,2016,4,Apr,3,6,Sunday,0,37607,2686.21,452,4950,14
2016-04-04,2016,4,Apr,4,0,Monday,1,59255,3485.59,285,6549,17
2016-04-05,2016,4,Apr,5,1,Tuesday,1,107032,4116.62,280,6904,26
2016-04-06,2016,4,Apr,6,2,Wednesday,1,91646,3524.85,292,6970,26
2016-04-07,2016,4,Apr,7,3,Thursday,1,131987,4124.59,260,6731,32
2016-04-08,2016,4,Apr,8,4,Friday,1,105770,3917.41,365,6670,27
2016-04-09,2016,4,Apr,9,5,Saturday,0,62106,2957.43,368,5108,21
2016-04-10,2016,4,Apr,10,6,Sunday,0,45928,2551.56,368,4811,18
2016-04-11,2016,4,Apr,11,0,Monday,1,57311,3371.24,269,6877,17
2016-04-12,2016,4,Apr,12,1,Tuesday,1,65649,3861.71,257,6456,17
2016-04-13,2016,4,Apr,13,2,Wednesday,1,68584,3265.9,378,7084,21
2016-04-14,2016,4,Apr,14,3,Thursday,1,88261,4011.86,360,6991,22
2016-04-15,2016,4,Apr,15,4,Friday,1,79152,3769.14,323,6806,21
2016-04-16,2016,4,Apr,16,5,Saturday,0,66198,3009.0,405,5371,22
2016-04-17,2016,4,Apr,17,6,Sunday,0,48009,2400.45,390,4724,20
2016-04-18,2016,4,Apr,18,0,Monday,1,91588,3663.52,299,6901,25
2016-04-19,2016,4,Apr,19,1,Tuesday,1,116792,3435.06,267,6965,34
2016-04-20,2016,4,Apr,20,2,Wednesday,1,147308,3876.53,275,7192,38
2016-04-21,2016,4,Apr,21,3,Thursday,1,152990,3731.46,327,7260,41
2016-04-22,2016,4,Apr,22,4,Friday,1,82751,3940.52,418,7241,21
2016-04-23,2016,4,Apr,23,5,Saturday,0,62076,2956.0,405,5285,21
2016-04-24,2016,4,Apr,24,6,Sunday,0,169783,2829.72,390,5823,60
2016-04-25,2016,4,Apr,25,0,Monday,1,164986,3367.06,264,6807,49
2016-04-26,2016,4,Apr,26,1,Tuesday,1,57968,3623.0,252,7149,16
2016-04-27,2016,4,Apr,27,2,Wednesday,1,53758,3839.86,327,7076,14
2016-04-28,2016,4,Apr,28,3,Thursday,1,176139,3747.64,275,6554,47
2016-04-29,2016,4,Apr,29,4,Friday,1,102578,3419.27,357,6904,30
2016-04-30,2016,4,Apr,30,5,Saturday,0,75002,3125.08,405,5266,24
2016-05-01,2016,5,May,1,6,Sunday,0,63839,2659.96,390,5102,24
2016-05-02,2016,5,May,2,0,Monday,1,82915,3454.79,123,6457,24
2016-05-03,2016,5,May,3,1,Tuesday,1,88410,3683.75,281,6952,24
2016-05-04,2016,5,May,4,2,Wednesday,1,91614,3817.25,774,6472,24
2016-05-05,2016,5,May,5,3,Thursday,1,95033,3959.71,323,7130,24
2016-05-06,2016,5,May,6,4,Friday,1,91944,3831.0,382,6568,24
2016-05-07,2016,5,May,7,5,Saturday,0,86695,2627.12,367,4956,33
2016-05-08,2016,5,May,8,6,Sunday,0,65838,2743.25,367,4891,24
2016-05-09,2016,5,May,9,0,Monday,1,105318,3291.19,264,6876,32
2016-05-10,2016,5,May,10,1,Tuesday,1,167125,3633.15,213,6620,46
2016-05-11,2016,5,May,11,2,Wednesday,1,187722,3910.88,263,6929,48
2016-05-12,2016,5,May,12,3,Thursday,1,101626,3387.53,278,6722,30
2016-05-13,2016,5,May,13,4,Friday,1,132051,4126.59,303,6350,32
2016-05-14,2016,5,May,14,5,Saturday,0,67453,2810.54,411,4480,24
2016-05-15,2016,5,May,15,6,Sunday,0,64367,2681.96,411,5040,24
2016-05-16,2016,5,May,16,0,Monday,1,78950,3432.61,285,6144,23
2016-05-17,2016,5,May,17,1,Tuesday,1,87076,3628.17,258,6807,24
2016-05-18,2016,5,May,18,2,Wednesday,1,86809,3617.04,302,6669,24
