date,year,quarter,month,month_name,day,day_of_week,weekday_name,is_weekday,week_of_year
2015-05-20,2015,2,5,May,20,2,Wednesday,1,21
2015-05-21,2015,2,5,May,21,3,Thursday,1,21
2015-05-22,2015,2,5,May,22,4,Friday,1,21
2015-05-23,2015,2,5,May,23,5,Saturday,0,21
2015-05-24,2015,2,5,May,24,6,Sunday,0,21
2015-05-25,2015,2,5,May,25,0,Monday,1,22
2015-05-26,2015,2,5,May,26,1,Tuesday,1,22
2015-05-27,2015,2,5,May,27,2,Wednesday,1,22
2015-05-28,2015,2,5,May,28,3,Thursday,1,22
2015-05-29,2015,2,5,May,29,4,Friday,1,22
2015-05-30,2015,2,5,May,30,5,Saturday,0,22
2015-05-31,2015,2,5,May,31,6,Sunday,0,22
2015-06-01,2015,2,6,June,1,0,Monday,1,23
2015-06-02,2015,2,6,June,2,1,Tuesday,1,23
2015-06-03,2015,2,6,June,3,2,Wednesday,1,23
2015-06-04,2015,2,6,June,4,3,Thursday,1,23
2015-06-05,2015,2,6,June,5,4,Friday,1,23
2015-06-06,2015,2,6,June,6,5,Saturday,0,23
2015-06-07,2015,2,6,June,7,6,Sunday,0,23
2015-06-08,2015,2,6,June,8,0,Monday,1,24
2015-06-09,2015,2,6,June,9,1,Tuesday,1,24
2015-06-10,2015,2,6,June,10,2,Wednesday,1,24
2015-06-11,2015,2,6,June,11,3,Thursday,1,24
2015-06-12,2015,2,6,June,12,4,Friday,1,24
2015-06-13,2015,2,6,June,13,5,Saturday,0,24
2015-06-14,2015,2,6,June,14,6,Sunday,0,24
2015-06-15,2015,2,6,June,15,0,Monday,1,25
2015-06-16,2015,2,6,June,16,1,Tuesday,1,25
2015-06-17,2015,2,6,June,17,2,Wednesday,1,25
2015-06-18,2015,2,6,June,18,3,Thursday,1,25
2015-06-19,2015,2,6,June,19,4,Friday,1,25
2015-06-20,2015,2,6,June,20,5,Saturday,0,25
2015-06-21,2015,2,6,June,21,6,Sunday,0,25
2015-06-22,2015,2,6,June,22,0,Monday,1,26
2015-06-23,2015,2,6,June,23,1,Tuesday,1,26
2015-06-24,2015,2,6,June,24,2,Wednesday,1,26
2015-06-25,2015,2,6,June,25,3,Thursday,1,26
2015-06-26,2015,2,6,June,26,4,Friday,1,26
2015-06-27,2015,2,6,June,27,5,Saturday,0,26
2015-06-28,2015,2,6,June,28,6,Sunday,0,26
2015-06-29,2015,2,6,June,29,0,Monday,1,27
2015-06-30,2015,2,6,June,30,1,Tuesday,1,27
2015-07-01,2015,3,7,July,1,2,Wednesday,1,27
2015-07-02,2015,3,7,July,2,3,Thursday,1,27
2015-07-03,2015,3,7,July,3,4,Friday,1,27
2015-07-04,2015,3,7,July,4,5,Saturday,0,27
2015-07-05,2015,3,7,July,5,6,Sunday,0,27
2015-07-06,2015,3,7,July,6,0,Monday,1,28
2015-07-07,2015,3,7,July,7,1,Tuesday,1,28
2015-07-08,2015,3,7,July,8,2,Wednesday,1,28
2015-07-09,2015,3,7,July,9,3,Thursday,1,28
2015-07-10,2015,3,7,July,10,4,Friday,1,28
2015-07-11,2015,3,7,July,11,5,Saturday,0,28
2015-07-12,2015,3,7,July,12,6,Sunday,0,28
2015-07-13,2015,3,7,July,13,0,Monday,1,29
2015-07-14,2015,3,7,July,14,1,Tuesday,1,29
2015-07-15,2015,3,7,July,15,2,Wednesday,1,29
2015-07-16,2015,3,7,July,16,3,Thursday,1,29
2015-07-17,2015,3,7,July,17,4,Friday,1,29
2015-07-18,2015,3,7,July,18,5,Saturday,0,29
2015-07-19,2015,3,7,July,19,6,Sunday,0,29
2015-07-20,2015,3,7,July,20,0,Monday,1,30
2015-07-21,2015,3,7,July,21,1,Tuesday,1,30
2015-07-22,2015,3,7,July,22,2,Wednesday,1,30
2015-07-23,2015,3,7,July,23,3,Thursday,1,30
2015-07-24,2015,3,7,July,24,4,Friday,1,30
2015-07-25,2015,3,7,July,25,5,Saturday,0,30
2015-07-26,2015,3,7,July,26,6,Sunday,0,30
2015-07-27,2015,3,7,July,27,0,Monday,1,31
2015-07-28,2015,3,7,July,28,1,Tuesday,1,31
2015-07-29,2015,3,7,July,29,2,Wednesday,1,31
2015-07-30,2015,3,7,July,30,3,Thursday,1,31
2015-07-31,2015,3,7,July,31,4,Friday,1,31
2015-08-01,2015,3,8,August,1,5,Saturday,0,31
2015-08-02,2015,3,8,August,2,6,Sunday,0,31
2015-08-03,2015,3,8,August,3,0,Monday,1,32
2015-08-04,2015,3,8,August,4,1,Tuesday,1,32
2015-08-05,2015,3,8,August,5,2,Wednesday,1,32
2015-08-06,2015,3,8,August,6,3,Thursday,1,32
2015-08-07,2015,3,8,August,7,4,Friday,1,32
2015-08-08,2015,3,8,August,8,5,Saturday,0,32
2015-08-09,2015,3,8,August,9,6,Sunday,0,32
2015-08-10,2015,3,8,August,10,0,Monday,1,33
2015-08-11,2015,3,8,August,11,1,Tuesday,1,33
2015-08-12,2015,3,8,August,12,2,Wednesday,1,33
2015-08-13,2015,3,8,August,13,3,Thursday,1,33
2015-08-14,2015,3,8,August,14,4,Friday,1,33
2015-08-15,2015,3,8,August,15,5,Saturday,0,33
2015-08-16,2015,3,8,August,16,6,Sunday,0,33
2015-08-17,2015,3,8,August,17,0,Monday,1,34
2015-08-18,2015,3,8,August,18,1,Tuesday,1,34
2015-08-19,2015,3,8,August,19,2,Wednesday,1,34
2015-08-20,2015,3,8,August,20,3,Thursday,1,34
2015-08-21,2015,3,8,August,21,4,Friday,1,34
2015-08-22,2015,3,8,August,22,5,Saturday,0,34
2015-08-23,2015,3,8,August,23,6,Sunday,0,34
2015-08-24,2015,3,8,August,24,0,Monday,1,35
2015-08-25,2015,3,8,August,25,1,Tuesday,1,35
2015-08-26,2015,3,8,August,26,2,Wednesday,1,35
2015-08-27,2015,3,8,August,27,3,Thursday,1,35
2015-08-28,2015,3,8,August,28,4,Friday,1,35
2015-08-29,2015,3,8,August,29,5,Saturday,0,35
2015-08-30,2015,3,8,August,30,6,Sunday,0,35
2015-08-31,2015,3,8,August,31,0,Monday,1,36
2015-09-01,2015,3,9,September,1,1,Tuesday,1,36
2015-09-02,2015,3,9,September,2,2,Wednesday,1,36
2015-09-03,2015,3,9,September,3,3,Thursday,1,36
2015-09-04,2015,3,9,September,4,4,Friday,1,36
2015-09-05,2015,3,9,September,5,5,Saturday,0,36
2015-09-06,2015,3,9,September,6,6,Sunday,0,36
2015-09-07,2015,3,9,September,7,0,Monday,1,37
2015-09-08,2015,3,9,September,8,1,Tuesday,1,37
2015-09-09,2015,3,9,September,9,2,Wednesday,1,37
2015-09-10,2015,3,9,September,10,3,Thursday,1,37
2015-09-11,2015,3,9,September,11,4,Friday,1,37
2015-09-12,2015,3,9,September,12,5,Saturday,0,37
2015-09-13,2015,3,9,September,13,6,Sunday,0,37
2015-09-14,2015,3,9,September,14,0,Monday,1,38
2015-09-15,2015,3,9,September,15,1,Tuesday,1,38
2015-09-16,2015,3,9,September,16,2,Wednesday,1,38
2015-09-17,2015,3,9,September,17,3,Thursday,1,38
2015-09-18,2015,3,9,September,18,4,Friday,1,38
2015-09-19,2015,3,9,September,19,5,Saturday,0,38
2015-09-20,2015,3,9,September,20,6,Sunday,0,38
2015-09-21,2015,3,9,September,21,0,Monday,1,39
2015-09-22,2015,3,9,September,22,1,Tuesday,1,39
2015-09-23,2015,3,9,September,23,2,Wednesday,1,39
2015-09-24,2015,3,9,September,24,3,Thursday,1,39
2015-09-25,2015,3,9,September,25,4,Friday,1,39
2015-09-26,2015,3,9,September,26,5,Saturday,0,39
2015-09-27,2015,3,9,September,27,6,Sunday,0,39
2015-09-28,2015,3,9,September,28,0,Monday,1,40
2015-09-29,2015,3,9,September,29,1,Tuesday,1,40
2015-09-30,2015,3,9,September,30,2,Wednesday,1,40
2015-10-01,2015,4,10,October,1,3,Thursday,1,40
2015-10-02,2015,4,10,October,2,4,Friday,1,40
2015-10-03,2015,4,10,October,3,5,Saturday,0,40
2015-10-04,2015,4,10,October,4,6,Sunday,0,40
2015-10-05,2015,4,10,October,5,0,Monday,1,41
2015-10-06,2015,4,10,October,6,1,Tuesday,1,41
2015-10-07,2015,4,10,October,7,2,Wednesday,1,41
2015-10-08,2015,4,10,October,8,3,Thursday,1,41
2015-10-09,2015,4,10,October,9,4,Friday,1,41
2015-10-10,2015,4,10,October,10,5,Saturday,0,41
2015-10-11,2015,4,10,October,11,6,Sunday,0,41
2015-10-12,2015,4,10,October,12,0,Monday,1,42
2015-10-13,2015,4,10,October,13,1,Tuesday,1,42
2015-10-14,2015,4,10,October,14,2,Wednesday,1,42
2015-10-15,2015,4,10,October,15,3,Thursday,1,42
2015-10-16,2015,4,10,October,16,4,Friday,1,42
2015-10-17,2015,4,10,October,17,5,Saturday,0,42
2015-10-18,2015,4,10,October,18,6,Sunday,0,42
2015-10-19,2015,4,10,October,19,0,Monday,1,43
2015-10-20,2015,4,10,October,20,1,Tuesday,1,43
2015-10-21,2015,4,10,October,21,2,Wednesday,1,43
2015-10-22,2015,4,10,October,22,3,Thursday,1,43
2015-10-23,2015,4,10,October,23,4,Friday,1,43
2015-10-24,2015,4,10,October,24,5,Saturday,0,43
2015-10-25,2015,4,10,October,25,6,Sunday,0,43
2015-10-26,2015,4,10,October,26,0,Monday,1,44
2015-10-27,2015,4,10,October,27,1,Tuesday,1,44
2015-10-28,2015,4,10,October,28,2,Wednesday,1,44
2015-10-29,2015,4,10,October,29,3,Thursday,1,44
2015-10-30,2015,4,10,October,30,4,Friday,1,44
2015-10-31,2015,4,10,October,31,5,Saturday,0,44
2015-11-01,2015,4,11,November,1,6,Sunday,0,44
2015-11-02,2015,4,11,November,2,0,Monday,1,45
2015-11-03,2015,4,11,November,3,1,Tuesday,1,45
2015-11-04,2015,4,11,November,4,2,Wednesday,1,45
2015-11-05,2015,4,11,November,5,3,Thursday,1,45
2015-11-06,2015,4,11,November,6,4,Friday,1,45
2015-11-07,2015,4,11,November,7,5,Saturday,0,45
2015-11-08,2015,4,11,November,8,6,Sunday,0,45
2015-11-09,2015,4,11,November,9,0,Monday,1,46
2015-11-10,2015,4,11,November,10,1,Tuesday,1,46
2015-11-11,2015,4,11,November,11,2,Wednesday,1,46
2015-11-12,2015,4,11,November,12,3,Thursday,1,46
2015-11-13,2015,4,11,November,13,4,Friday,1,46
2015-11-14,2015,4,11,November,14,5,Saturday,0,46
2015-11-15,2015,4,11,November,15,6,Sunday,0,46
2015-11-16,2015,4,11,November,16,0,Monday,1,47
2015-11-17,2015,4,11,November,17,1,Tuesday,1,47
2015-11-18,2015,4,11,November,18,2,Wednesday,1,47
2015-11-19,2015,4,11,November,19,3,Thursday,1,47
2015-11-20,2015,4,11,November,20,4,Friday,1,47
2015-11-21,2015,4,11,November,21,5,Saturday,0,47
2015-11-22,2015,4,11,November,22,6,Sunday,0,47
2015-11-23,2015,4,11,November,23,0,Monday,1,48
2015-11-24,2015,4,11,November,24,1,Tuesday,1,48
2015-11-25,2015,4,11,November,25,2,Wednesday,1,48
2015-11-26,2015,4,11,November,26,3,Thursday,1,48
2015-11-27,2015,4,11,November,27,4,Friday,1,48
2015-11-28,2015,4,11,November,28,5,Saturday,0,48
2015-11-29,2015,4,11,November,29,6,Sunday,0,48
2015-11-30,2015,4,11,November,30,0,Monday,1,49
2015-12-01,2015,4,12,December,1,1,Tuesday,1,49
2015-12-02,2015,4,12,December,2,2,Wednesday,1,49
2015-12-03,2015,4,12,December,3,3,Thursday,1,49
2015-12-04,2015,4,12,December,4,4,Friday,1,49
2015-12-05,2015,4,12,December,5,5,Saturday,0,49
2015-12-06,2015,4,12,December,6,6,Sunday,0,49
2015-12-07,2015,4,12,December,7,0,Monday,1,50
2015-12-08,2015,4,12,December,8,1,Tuesday,1,50
2015-12-09,2015,4,12,December,9,2,Wednesday,1,50
2015-12-10,2015,4,12,December,10,3,Thursday,1,50
2015-12-11,2015,4,12,December,11,4,Friday,1,50
2015-12-12,2015,4,12,December,12,5,Saturday,0,50
2015-12-13,2015,4,12,December,13,6,Sunday,0,50
2015-12-14,2015,4,12,December,14,0,Monday,1,51
2015-12-15,2015,4,12,December,15,1,Tuesday,1,51
2015-12-16,2015,4,12,December,16,2,Wednesday,1,51
2015-12-17,2015,4,12,December,17,3,Thursday,1,51
2015-12-18,2015,4,12,December,18,4,Friday,1,51
2015-12-19,2015,4,12,December,19,5,Saturday,0,51
2015-12-20,2015,4,12,December,20,6,Sunday,0,51
2015-12-21,2015,4,12,December,21,0,Monday,1,52
2015-12-22,2015,4,12,December,22,1,Tuesday,1,52
2015-12-23,2015,4,12,December,23,2,Wednesday,1,52
2015-12-24,2015,4,12,December,24,3,Thursday,1,52
2015-12-25,2015,4,12,December,25,4,Friday,1,52
2015-12-26,2015,4,12,December,26,5,Saturday,0,52
2015-12-27,2015,4,12,December,27,6,Sunday,0,52
2015-12-28,2015,4,12,December,28,0,Monday,1,53
2015-12-29,2015,4,12,December,29,1,Tuesday,1,53
2015-12-30,2015,4,12,December,30,2,Wednesday,1,53
2015-12-31,2015,4,12,December,31,3,Thursday,1,53
2016-01-01,2016,1,1,January,1,4,Friday,1,53
2016-01-02,2016,1,1,January,2,5,Saturday,0,53
2016-01-03,2016,1,1,January,3,6,Sunday,0,53
2016-01-04,2016,1,1,January,4,0,Monday,1,1
2016-01-05,2016,1,1,January,5,1,Tuesday,1,1
2016-01-06,2016,1,1,January,6,2,Wednesday,1,1
2016-01-07,2016,1,1,January,7,3,Thursday,1,1
2016-01-08,2016,1,1,January,8,4,Friday,1,1
2016-01-09,2016,1,1,January,9,5,Saturday,0,1
2016-01-10,2016,1,1,January,10,6,Sunday,0,1
2016-01-11,2016,1,1,January,11,0,Monday,1,2
2016-01-12,2016,1,1,January,12,1,Tuesday,1,2
2016-01-13,2016,1,1,January,13,2,Wednesday,1,2
2016-01-14,2016,1,1,January,14,3,Thursday,1,2
2016-01-15,2016,1,1,January,15,4,Friday,1,2
2016-01-16,2016,1,1,January,16,5,Saturday,0,2
2016-01-17,2016,1,1,January,17,6,Sunday,0,2
2016-01-18,2016,1,1,January,18,0,Monday,1,3
2016-01-19,2016,1,1,January,19,1,Tuesday,1,3
2016-01-20,2016,1,1,January,20,2,Wednesday,1,3
2016-01-21,2016,1,1,January,21,3,Thursday,1,3
2016-01-22,2016,1,1,January,22,4,Friday,1,3
2016-01-23,2016,1,1,January,23,5,Saturday,0,3
2016-01-24,2016,1,1,January,24,6,Sunday,0,3
2016-01-25,2016,1,1,January,25,0,Monday,1,4
2016-01-26,2016,1,1,January,26,1,Tuesday,1,4
2016-01-27,2016,1,1,January,27,2,Wednesday,1,4
2016-01-28,2016,1,1,January,28,3,Thursday,1,4
2016-01-29,2016,1,1,January,29,4,Friday,1,4
2016-01-30,2016,1,1,January,30,5,Saturday,0,4
2016-01-31,2016,1,1,January,31,6,Sunday,0,4
2016-02-01,2016,1,2,February,1,0,Monday,1,5
2016-02-02,2016,1,2,February,2,1,Tuesday,1,5
2016-02-03,2016,1,2,February,3,2,Wednesday,1,5
2016-02-04,2016,1,2,February,4,3,Thursday,1,5
2016-02-05,2016,1,2,February,5,4,Friday,1,5
2016-02-06,2016,1,2,February,6,5,Saturday,0,5
2016-02-07,2016,1,2,February,7,6,Sunday,0,5
2016-02-08,2016,1,2,February,8,0,Monday,1,6
2016-02-09,2016,1,2,February,9,1,Tuesday,1,6
2016-02-10,2016,1,2,February,10,2,Wednesday,1,6
2016-02-11,2016,1,2,February,11,3,Thursday,1,6
2016-02-12,2016,1,2,February,12,4,Friday,1,6
2016-02-13,2016,1,2,February,13,5,Saturday,0,6
2016-02-14,2016,1,2,February,14,6,Sunday,0,6
2016-02-15,2016,1,2,February,15,0,Monday,1,7
2016-02-16,2016,1,2,February,16,1,Tuesday,1,7
2016-02-17,2016,1,2,February,17,2,Wednesday,1,7
2016-02-18,2016,1,2,February,18,3,Thursday,1,7
2016-02-19,2016,1,2,February,19,4,Friday,1,7
2016-02-20,2016,1,2,February,20,5,Saturday,0,7
2016-02-21,2016,1,2,February,21,6,Sunday,0,7
2016-02-22,2016,1,2,February,22,0,Monday,1,8
2016-02-23,2016,1,2,February,23,1,Tuesday,1,8
2016-02-24,2016,1,2,February,24,2,Wednesday,1,8
2016-02-25,2016,1,2,February,25,3,Thursday,1,8
2016-02-26,2016,1,2,February,26,4,Friday,1,8
2016-02-27,2016,1,2,February,27,5,Saturday,0,8
2016-02-28,2016,1,2,February,28,6,Sunday,0,8
2016-02-29,2016,1,2,February,29,0,Monday,1,9
2016-03-01,2016,1,3,March,1,1,Tuesday,1,9
2016-03-02,2016,1,3,March,2,2,Wednesday,1,9
2016-03-03,2016,1,3,March,3,3,Thursday,1,9
2016-03-04,2016,1,3,March,4,4,Friday,1,9
2016-03-05,2016,1,3,March,5,5,Saturday,0,9
2016-03-06,2016,1,3,March,6,6,Sunday,0,9
2016-03-07,2016,1,3,March,7,0,Monday,1,10
2016-03-08,2016,1,3,March,8,1,Tuesday,1,10
2016-03-09,2016,1,3,March,9,2,Wednesday,1,10
2016-03-10,2016,1,3,March,10,3,Thursday,1,10
2016-03-11,2016,1,3,March,11,4,Friday,1,10
2016-03-12,2016,1,3,March,12,5,Saturday,0,10
2016-03-13,2016,1,3,March,13,6,Sunday,0,10
2016-03-14,2016,1,3,March,14,0,Monday,1,11
2016-03-15,2016,1,3,March,15,1,Tuesday,1,11
2016-03-16,2016,1,3,March,16,2,Wednesday,1,11
2016-03-17,2016,1,3,March,17,3,Thursday,1,11
2016-03-18,2016,1,3,March,18,4,Friday,1,11
2016-03-19,2016,1,3,March,19,5,Saturday,0,11
2016-03-20,2016,1,3,March,20,6,Sunday,0,11
2016-03-21,2016,1,3,March,21,0,Monday,1,12
2016-03-22,2016,1,3,March,22,1,Tuesday,1,12
2016-03-23,2016,1,3,March,23,2,Wednesday,1,12
2016-03-24,2016,1,3,March,24,3,Thursday,1,12
2016-03-25,2016,1,3,March,25,4,Friday,1,12
2016-03-26,2016,1,3,March,26,5,Saturday,0,12
2016-03-27,2016,1,3,March,27,6,Sunday,0,12
2016-03-28,2016,1,3,March,28,0,Monday,1,13
2016-03-29,2016,1,3,March,29,1,Tuesday,1,13
2016-03-30,2016,1,3,March,30,2,Wednesday,1,13
2016-03-31,2016,1,3,March,31,3,Thursday,1,13
2016-04-01,2016,2,4,April,1,4,Friday,1,13
2016-04-02,2016,2,4,April,2,5,Saturday,0,13
2016-04-03,2016,2,4,April,3,6,Sunday,0,13
2016-04-04,2016,2,4,April,4,0,Monday,1,14
2016-04-05,2016,2,4,April,5,1,Tuesday,1,14
2016-04-06,2016,2,4,April,6,2,Wednesday,1,14
2016-04-07,2016,2,4,April,7,3,Thursday,1,14
2016-04-08,2016,2,4,April,8,4,Friday,1,14
2016-04-09,2016,2,4,April,9,5,Saturday,0,14
2016-04-10,2016,2,4,April,10,6,Sunday,0,14
2016-04-11,2016,2,4,April,11,0,Monday,1,15
2016-04-12,2016,2,4,April,12,1,Tuesday,1,15
2016-04-13,2016,2,4,April,13,2,Wednesday,1,15
2016-04-14,2016,2,4,April,14,3,Thursday,1,15
2016-04-15,2016,2,4,April,15,4,Friday,1,15
2016-04-16,2016,2,4,April,16,5,Saturday,0,15
2016-04-17,2016,2,4,April,17,6,Sunday,0,15
2016-04-18,2016,2,4,April,18,0,Monday,1,16
2016-04-19,2016,2,4,April,19,1,Tuesday,1,16
2016-04-20,2016,2,4,April,20,2,Wednesday,1,16
2016-04-21,2016,2,4,April,21,3,Thursday,1,16
2016-04-22,2016,2,4,April,22,4,Friday,1,16
2016-04-23,2016,2,4,April,23,5,Saturday,0,16
2016-04-24,2016,2,4,April,24,6,Sunday,0,16
2016-04-25,2016,2,4,April,25,0,Monday,1,17
2016-04-26,2016,2,4,April,26,1,Tuesday,1,17
2016-04-27,2016,2,4,April,27,2,Wednesday,1,17
2016-04-28,2016,2,4,April,28,3,Thursday,1,17
2016-04-29,2016,2,4,April,29,4,Friday,1,17
2016-04-30,2016,2,4,April,30,5,Saturday,0,17
2016-05-01,2016,2,5,May,1,6,Sunday,0,17
2016-05-02,2016,2,5,May,2,0,Monday,1,18
2016-05-03,2016,2,5,May,3,1,Tuesday,1,18
2016-05-04,2016,2,5,May,4,2,Wednesday,1,18
2016-05-05,2016,2,5,May,5,3,Thursday,1,18
2016-05-06,2016,2,5,May,6,4,Friday,1,18
2016-05-07,2016,2,5,May,7,5,Saturday,0,18
2016-05-08,2016,2,5,May,8,6,Sunday,0,18
2016-05-09,2016,2,5,May,9,0,Monday,1,19
2016-05-10,2016,2,5,May,10,1,Tuesday,1,19
2016-05-11,2016,2,5,May,11,2,Wednesday,1,19
2016-05-12,2016,2,5,May,12,3,Thursday,1,19
2016-05-13,2016,2,5,May,13,4,Friday,1,19
2016-05-14,2016,2,5,May,14,5,Saturday,0,19
2016-05-15,2016,2,5,May,15,6,Sunday,0,19
2016-05-16,2016,2,5,May,16,0,Monday,1,20
2016-05-17,2016,2,5,May,17,1,Tuesday,1,20
2016-05-18,2016,2,5,May,18,2,Wednesday,1,20
2016-05-19,2016,2,5,May,19,3,Thursday,1,20
2016-05-20,2016,2,5,May,20,4,Friday,1,20
2016-05-21,2016,2,5,May,21,5,Saturday,0,20
2016-05-22,2016,2,5,May,22,6,Sunday,0,20
2016-05-23,2016,2,5,May,23,0,Monday,1,21
2016-05-24,2016,2,5,May,24,1,Tuesday,1,21
2016-05-25,2016,2,5,May,25,2,Wednesday,1,21
2016-05-26,2016,2,5,May,26,3,Thursday,1,21
2016-05-27,2016,2,5,May,27,4,Friday,1,21
2016-05-28,2016,2,5,May,28,5,Saturday,0,21
2016-05-29,2016,2,5,May,29,6,Sunday,0,21
2016-05-30,2016,2,5,May,30,0,Monday,1,22
2016-05-31,2016,2,5,May,31,1,Tuesday,1,22
2016-06-01,2016,2,6,June,1,2,Wednesday,1,22
2016-06-02,2016,2,6,June,2,3,Thursday,1,22
2016-06-03,2016,2,6,June,3,4,Friday,1,22
2016-06-04,2016,2,6,June,4,5,Saturday,0,22
2016-06-05,2016,2,6,June,5,6,Sunday,0,22
2016-06-06,2016,2,6,June,6,0,Monday,1,23
2016-06-07,2016,2,6,June,7,1,Tuesday,1,23
2016-06-08,2016,2,6,June,8,2,Wednesday,1,23
2016-06-09,2016,2,6,June,9,3,Thursday,1,23
2016-06-10,2016,2,6,June,10,4,Friday,1,23
2016-06-11,2016,2,6,June,11,5,Saturday,0,23
2016-06-12,2016,2,6,June,12,6,Sunday,0,23
2016-06-13,2016,2,6,June,13,0,Monday,1,24
2016-06-14,2016,2,6,June,14,1,Tuesday,1,24
2016-06-15,2016,2,6,June,15,2,Wednesday,1,24
2016-06-16,2016,2,6,June,16,3,Thursday,1,24
2016-06-17,2016,2,6,June,17,4,Friday,1,24
2016-06-18,2016,2,6,June,18,5,Saturday,0,24
2016-06-19,2016,2,6,June,19,6,Sunday,0,24
2016-06-20,2016,2,6,June,20,0,Monday,1,25
2016-06-21,2016,2,6,June,21,1,Tuesday,1,25
2016-06-22,2016,2,6,June,22,2,Wednesday,1,25
2016-06-23,2016,2,6,June,23,3,Thursday,1,25
2016-06-24,2016,2,6,June,24,4,Friday,1,25
2016-06-25,2016,2,6,June,25,5,Saturday,0,25
2016-06-26,2016,2,6,June,26,6,Sunday,0,25
2016-06-27,2016,2,6,June,27,0,Monday,1,26
2016-06-28,2016,2,6,June,28,1,Tuesday,1,26
2016-06-29,2016,2,6,June,29,2,Wednesday,1,26
2016-06-30,2016,2,6,June,30,3,Thursday,1,26
2016-07-01,2016,3,7,July,1,4,Friday,1,26
2016-07-02,2016,3,7,July,2,5,Saturday,0,26
2016-07-03,2016,3,7,July,3,6,Sunday,0,26
2016-07-04,2016,3,7,July,4,0,Monday,1,27
2016-07-05,2016,3,7,July,5,1,Tuesday,1,27
2016-07-06,2016,3,7,July,6,2,Wednesday,1,27
2016-07-07,2016,3,7,July,7,3,Thursday,1,27
2016-07-08,2016,3,7,July,8,4,Friday,1,27
2016-07-09,2016,3,7,July,9,5,Saturday,0,27
2016-07-10,2016,3,7,July,10,6,Sunday,0,27
2016-07-11,2016,3,7,July,11,0,Monday,1,28
2016-07-12,2016,3,7,July,12,1,Tuesday,1,28
2016-07-13,2016,3,7,July,13,2,Wednesday,1,28
2016-07-14,2016,3,7,July,14,3,Thursday,1,28
2016-07-15,2016,3,7,July,15,4,Friday,1,28
2016-07-16,2016,3,7,July,16,5,Saturday,0,28
2016-07-17,2016,3,7,July,17,6,Sunday,0,28
2016-07-18,2016,3,7,July,18,0,Monday,1,29
2016-07-19,2016,3,7,July,19,1,Tuesday,1,29
2016-07-20,2016,3,7,July,20,2,Wednesday,1,29
2016-07-21,2016,3,7,July,21,3,Thursday,1,29
2016-07-22,2016,3,7,July,22,4,Friday,1,29
2016-07-23,2016,3,7,July,23,5,Saturday,0,29
2016-07-24,2016,3,7,July,24,6,Sunday,0,29
2016-07-25,2016,3,7,July,25,0,Monday,1,30
2016-07-26,2016,3,7,July,26,1,Tuesday,1,30
2016-07-27,2016,3,7,July,27,2,Wednesday,1,30
2016-07-28,2016,3,7,July,28,3,Thursday,1,30
2016-07-29,2016,3,7,July,29,4,Friday,1,30
2016-07-30,2016,3,7,July,30,5,Saturday,0,30
2016-07-31,2016,3,7,July,31,6,Sunday,0,30
2016-08-01,2016,3,8,August,1,0,Monday,1,31
2016-08-02,2016,3,8,August,2,1,Tuesday,1,31
2016-08-03,2016,3,8,August,3,2,Wednesday,1,31
2016-08-04,2016,3,8,August,4,3,Thursday,1,31
2016-08-05,2016,3,8,August,5,4,Friday,1,31
2016-08-06,2016,3,8,August,6,5,Saturday,0,31
2016-08-07,2016,3,8,August,7,6,Sunday,0,31
2016-08-08,2016,3,8,August,8,0,Monday,1,32
2016-08-09,2016,3,8,August,9,1,Tuesday,1,32
2016-08-10,2016,3,8,August,10,2,Wednesday,1,32
2016-08-11,2016,3,8,August,11,3,Thursday,1,32
2016-08-12,2016,3,8,August,12,4,Friday,1,32
2016-08-13,2016,3,8,August,13,5,Saturday,0,32
2016-08-14,2016,3,8,August,14,6,Sunday,0,32
2016-08-15,2016,3,8,August,15,0,Monday,1,33
2016-08-16,2016,3,8,August,16,1,Tuesday,1,33
2016-08-17,2016,3,8,August,17,2,Wednesday,1,33
2016-08-18,2016,3,8,August,18,3,Thursday,1,33
2016-08-19,2016,3,8,August,19,4,Friday,1,33
2016-08-20,2016,3,8,August,20,5,Saturday,0,33
2016-08-21,2016,3,8,August,21,6,Sunday,0,33
2016-08-22,2016,3,8,August,22,0,Monday,1,34
2016-08-23,2016,3,8,August,23,1,Tuesday,1,34
2016-08-24,2016,3,8,August,24,2,Wednesday,1,34
2016-08-25,2016,3,8,August,25,3,Thursday,1,34
2016-08-26,2016,3,8,August,26,4,Friday,1,34
2016-08-27,2016,3,8,August,27,5,Saturday,0,34
2016-08-28,2016,3,8,August,28,6,Sunday,0,34
2016-08-29,2016,3,8,August,29,0,Monday,1,35
2016-08-30,2016,3,8,August,30,1,Tuesday,1,35
2016-08-31,2016,3,8,August,31,2,Wednesday,1,35
2016-09-01,2016,3,9,September,1,3,Thursday,1,35
2016-09-02,2016,3,9,September,2,4,Friday,1,35
2016-09-03,2016,3,9,September,3,5,Saturday,0,35
2016-09-04,2016,3,9,September,4,6,Sunday,0,35
2016-09-05,2016,3,9,September,5,0,Monday,1,36
2016-09-06,2016,3,9,September,6,1,Tuesday,1,36
2016-09-07,2016,3,9,September,7,2,Wednesday,1,36
2016-09-08,2016,3,9,September,8,3,Thursday,1,36
2016-09-09,2016,3,9,September,9,4,Friday,1,36
2016-09-10,2016,3,9,September,10,5,Saturday,0,36
2016-09-11,2016,3,9,September,11,6,Sunday,0,36
