date_val,record_count,avg_traffic_volume,total_traffic_volume,min_traffic_volume,max_traffic_volume
2017-02-13,16,3612.06,57793,324,6643
2017-02-14,23,3869.65,89002,266,6530
2017-02-15,24,3675.75,88218,287,6830
2017-02-16,24,3831.63,91959,418,6888
2017-02-17,24,3844.63,92271,325,6571
2017-02-18,24,3070.0,73680,369,5255
2017-02-19,24,2618.58,62846,402,5012
2017-02-20,24,3103.42,74482,298,5107
2017-02-21,22,3925.64,86364,358,6960
2017-02-22,41,3383.24,138713,313,6359
2017-02-23,24,3891.29,93391,304,7154
2017-02-24,26,3613.96,93963,293,6215
2017-02-25,24,3008.92,72214,396,5280
2017-02-26,24,2563.88,61533,396,4676
2017-02-27,24,3669.29,88063,264,6724
2017-02-28,36,3790.53,136459,302,6949
2017-03-01,31,3371.94,104530,357,6948
2017-03-02,24,3818.38,91641,258,6686
2017-03-03,26,3831.85,99628,310,6607
2017-03-04,24,2981.0,71544,365,5204
2017-03-05,24,2660.17,63844,491,4745
2017-03-06,32,3700.44,118414,304,6645
2017-03-07,24,3758.79,90211,237,6722
2017-03-08,24,3815.25,91566,303,7107
2017-03-09,24,3985.42,95650,271,7280
2017-03-10,24,4013.54,96325,345,6986
2017-03-11,24,3293.83,79052,430,5611
2017-03-12,32,2459.88,78716,430,5027
2017-03-13,29,2828.45,82025,282,6366
2017-03-14,24,3576.79,85843,244,6494
2017-03-15,23,3654.17,84046,468,6628
2017-03-16,30,3857.33,115720,503,6756
2017-03-17,25,3897.32,97433,327,6691
2017-03-18,24,3111.46,74675,410,5059
2017-03-19,24,2615.0,62760,410,4924
2017-03-20,24,3487.58,83702,223,6572
2017-03-21,23,3729.91,85788,260,6657
2017-03-22,24,3706.29,88951,285,6746
2017-03-23,41,3824.71,156813,265,6821
2017-03-24,44,3411.86,150122,313,6538
2017-03-25,28,2915.93,81646,271,5736
2017-03-26,51,2144.61,109375,271,4659
2017-03-27,31,3849.45,119333,276,6720
2017-03-28,25,3897.36,97434,310,6725
2017-03-29,29,3496.45,101397,325,7004
2017-03-30,29,3480.31,100929,255,6695
2017-03-31,24,3950.13,94803,339,6701
2017-04-01,24,3124.54,74989,459,5070
2017-04-02,28,2873.89,80469,459,4573
2017-04-03,52,3869.5,201214,270,6539
2017-04-04,29,3153.03,91438,283,7065
2017-04-05,24,3739.04,89737,286,6828
2017-04-06,24,3840.0,92160,283,6723
2017-04-07,23,3834.22,88187,382,6688
2017-04-08,24,2884.17,69220,468,4552
2017-04-09,30,2642.47,79274,295,4654
2017-04-10,43,3388.65,145712,325,6590
2017-04-11,31,3013.87,93430,304,6622
2017-04-12,36,3534.92,127257,262,6845
2017-04-13,27,3710.52,100184,297,6750
2017-04-14,41,3864.61,158449,304,6026
2017-04-15,57,2247.86,128128,367,4958
2017-04-16,24,2597.75,62346,320,4697
2017-04-17,24,3667.58,88022,280,6733
2017-04-18,30,3890.63,116719,263,6907
2017-04-19,40,3538.78,141551,274,6544
2017-04-20,44,3538.43,155691,257,6925
2017-04-21,27,4024.93,108673,331,6703
2017-04-22,24,3254.33,78104,500,5891
2017-04-23,24,2607.63,62583,353,4907
2017-04-24,25,3612.52,90313,263,6830
2017-04-25,40,3454.13,138165,251,6781
2017-04-26,55,3512.36,193180,286,6723
2017-04-27,32,3701.38,118444,251,6957
2017-04-28,24,4045.83,97100,428,6882
2017-04-29,24,3171.04,76105,374,5252
2017-04-30,33,2668.52,88061,319,4622
2017-05-01,68,3657.81,248731,245,6293
2017-05-02,33,3078.88,101603,242,7126
2017-05-03,24,3759.46,90227,346,6754
2017-05-04,24,3869.88,92877,287,6736
2017-05-05,24,3919.67,94072,293,6528
2017-05-06,24,3207.33,76976,481,5236
2017-05-07,24,2730.21,65525,396,5097
2017-05-08,32,3109.44,99502,281,6752
2017-05-09,28,3218.93,90130,233,7011
2017-05-10,26,3843.92,99942,255,6739
2017-05-11,24,3912.75,93906,297,6548
2017-05-12,24,4000.58,96014,399,6815
2017-05-13,24,3075.88,73821,389,4972
2017-05-14,24,2795.42,67090,382,4855
2017-05-15,30,3809.17,114275,268,6591
2017-05-16,42,3594.48,150968,261,6357
2017-05-17,57,3482.46,198500,287,6863
2017-05-18,42,3359.05,141080,278,6530
2017-05-19,24,3770.92,90502,344,6490
2017-05-20,46,3123.76,143693,379,4397
2017-05-21,55,2483.4,136587,333,4881
2017-05-22,26,3309.73,86053,341,6350
2017-05-23,27,3591.44,96969,300,6873
2017-05-24,24,3770.38,90489,302,6832
2017-05-25,26,3786.35,98445,292,6500
2017-05-26,24,3593.33,86240,367,5985
2017-05-27,24,2536.0,60864,392,4393
2017-05-28,27,2511.07,67799,392,4325
2017-05-29,26,2282.23,59338,306,3908
2017-05-30,25,3647.08,91177,280,6736
2017-05-31,24,3717.42,89218,274,6471
2017-06-01,24,3763.5,90324,295,6533
2017-06-02,24,3801.08,91226,343,6385
2017-06-03,24,2942.21,70613,488,4883
2017-06-04,24,3012.75,72306,488,4709
2017-06-05,24,3606.96,86567,480,6324
2017-06-06,24,3613.83,86732,294,6238
2017-06-07,27,3529.93,95308,315,6465
2017-06-08,24,3851.13,92427,563,6500
2017-06-09,24,3771.63,90519,371,6350
2017-06-10,24,2938.92,70534,414,4857
2017-06-11,37,2652.05,98126,338,4510
2017-06-12,38,3375.45,128267,308,6068
2017-06-13,24,3687.96,88511,293,6262
2017-06-14,32,3059.03,97889,310,6593
2017-06-15,24,3794.29,91063,336,6239
2017-06-16,25,3545.76,88644,384,6195
2017-06-17,26,2894.19,75249,318,4624
2017-06-18,29,2446.07,70936,390,4906
2017-06-19,24,3515.5,84372,343,6300
2017-06-20,27,3641.59,98323,318,6395
2017-06-21,24,3778.25,90678,355,6673
2017-06-22,35,4280.17,149806,336,6196
2017-06-23,24,3944.04,94657,561,6583
2017-06-24,28,3171.82,88811,461,4651
2017-06-25,27,2802.26,75661,445,4467
2017-06-26,24,3472.83,83348,330,6255
2017-06-27,24,3603.92,86494,334,6422
2017-06-28,45,3980.31,179114,289,6374
2017-06-29,24,3786.83,90884,464,6747
2017-06-30,28,3716.14,104052,383,5934
2017-07-01,26,2623.96,68223,465,4217
2017-07-02,20,2636.8,52736,465,3908
2017-07-03,24,2893.79,69451,428,4942
2017-07-04,24,2133.54,51205,440,3408
2017-07-05,28,3150.71,88220,428,6052
2017-07-06,27,3778.04,102007,305,6182
2017-07-07,25,3719.32,92983,349,5750
2017-07-08,27,2543.15,68665,389,4476
2017-07-09,28,2357.21,66002,363,4514
2017-07-10,24,3188.92,76534,257,6597
2017-07-11,27,3597.07,97121,299,6409
2017-07-12,26,3460.58,89975,281,6673
2017-07-13,28,3579.68,100231,330,6576
2017-07-14,24,3870.54,92893,471,6221
2017-07-15,24,2815.92,67582,427,4484
2017-07-16,24,2672.42,64138,486,4425
2017-07-17,28,3218.43,90116,337,6391
2017-07-18,33,3241.36,106965,269,6702
2017-07-19,46,3354.67,154315,328,6447
2017-07-20,33,3760.67,124102,361,6446
2017-07-21,31,3521.1,109154,333,6031
2017-07-22,25,2810.56,70264,583,4826
2017-07-23,24,2612.5,62700,355,4720
2017-07-24,27,3356.7,90631,300,6359
2017-07-25,37,3580.43,132476,282,6827
2017-07-26,39,3894.28,151877,296,6698
2017-07-27,24,3890.17,93364,360,6529
2017-07-28,25,3925.6,98140,458,6364
2017-07-29,24,2882.92,69190,342,4850
2017-07-30,24,2785.38,66849,342,5031
2017-07-31,24,3558.71,85409,345,6562
2017-08-01,24,3692.17,88612,307,6651
2017-08-02,24,3714.0,89136,343,6450
2017-08-03,45,4313.09,194089,322,6587
2017-08-04,25,3621.24,90531,333,6175
2017-08-05,26,2975.54,77364,414,4586
2017-08-06,30,2845.63,85369,414,4636
2017-08-07,34,3398.97,115565,292,6468
2017-08-08,24,3815.13,91563,321,6997
2017-08-09,40,4104.95,164198,306,6584
2017-08-10,34,3225.79,109677,288,6732
2017-08-11,30,3770.53,113116,341,6038
2017-08-12,24,3001.0,72024,449,4876
2017-08-13,30,2556.17,76685,368,4708
2017-08-14,34,3148.56,107051,277,6670
2017-08-15,36,3739.94,134638,268,6556
2017-08-16,35,3852.89,134851,298,6729
2017-08-17,45,3671.24,165206,286,6785
2017-08-18,34,4189.79,142453,341,6201
2017-08-19,34,2625.12,89254,395,4832
2017-08-20,25,2653.92,66348,401,4586
2017-08-21,33,4154.88,137111,268,6844
2017-08-22,24,3772.29,90535,330,6537
2017-08-23,24,3812.83,91508,295,6789
2017-08-24,25,3863.28,96582,278,6821
2017-08-25,32,3831.19,122598,310,6461
2017-08-26,58,2748.79,159430,381,4824
2017-08-27,29,2607.93,75630,356,4958
2017-08-28,24,3712.75,89106,260,6691
2017-08-29,30,3880.43,116413,252,6884
2017-08-30,24,3885.21,93245,270,6799
2017-08-31,24,4055.5,97332,282,6788
2017-09-01,33,3484.64,114993,357,6424
2017-09-02,28,2676.32,74937,368,4882
2017-09-03,24,2753.33,66080,335,5025
2017-09-04,28,2525.68,70719,302,4377
2017-09-05,24,3642.42,87418,242,6572
2017-09-06,24,3744.79,89875,250,6799
2017-09-07,27,3496.33,94401,259,6685
2017-09-08,24,3900.71,93617,277,6597
2017-09-09,24,2867.25,68814,383,4596
2017-09-10,24,2415.79,57979,315,4232
2017-09-11,25,3529.08,88227,240,7117
2017-09-12,36,3573.31,128639,244,7007
2017-09-13,24,3721.5,89316,272,6944
2017-09-14,24,3895.08,93482,309,6774
2017-09-15,25,4063.12,101578,333,6744
2017-09-16,31,2967.06,91979,434,5190
2017-09-17,24,2564.25,61542,340,4585
2017-09-18,33,3778.45,124689,265,6430
2017-09-19,25,3789.12,94728,230,6741
2017-09-20,25,3703.8,92595,294,6646
2017-09-21,21,3716.14,78039,297,6899
2017-09-22,28,4128.61,115601,311,6778
2017-09-23,25,3210.04,80251,440,5159
2017-09-24,24,2750.17,66004,362,4745
2017-09-25,41,3366.0,138006,328,6457
2017-09-26,37,3573.32,132213,229,6894
2017-09-27,23,3869.13,88990,271,6680
2017-09-28,24,3822.29,91735,270,6781
2017-09-29,24,4025.46,96611,310,6627
2017-09-30,25,3378.52,84463,401,5409
2017-10-01,27,2758.96,74492,356,5265
2017-10-02,46,3137.89,144343,241,6667
2017-10-03,38,3026.58,115010,212,6706
2017-10-04,24,3702.29,88855,281,6415
2017-10-05,27,3985.41,107606,250,6783
2017-10-06,50,4023.66,201183,286,6727
2017-10-07,44,2805.2,123429,374,4926
2017-10-08,24,2573.54,61765,313,4675
2017-10-09,24,3496.63,83919,247,6630
2017-10-10,25,3845.24,96131,235,6745
2017-10-11,24,3753.29,90079,253,6785
2017-10-12,26,3961.62,103002,276,6742
2017-10-13,24,4052.42,97258,305,6656
2017-10-14,36,3552.5,127890,382,5441
2017-10-15,33,2220.18,73266,407,5022
2017-10-16,24,3647.67,87544,241,6625
2017-10-17,24,3726.29,89431,309,6700
2017-10-18,24,3832.0,91968,265,6782
2017-10-19,24,3783.54,90805,285,6656
2017-10-20,24,3847.58,92342,318,6244
2017-10-21,36,2925.83,105330,436,4890
2017-10-22,24,2726.38,65433,332,4959
2017-10-23,24,3584.83,86036,265,6726
2017-10-24,24,3826.33,91832,237,6879
2017-10-25,24,3743.96,89855,226,6630
2017-10-26,36,3630.22,130688,268,6874
2017-10-27,60,3725.72,223543,278,6061
2017-10-28,24,3196.5,76716,376,5234
2017-10-29,30,2529.0,75870,354,4514
2017-10-30,30,3811.53,114346,293,6601
2017-10-31,24,3761.33,90272,219,6985
2017-11-01,40,3860.32,154413,343,6321
2017-11-02,31,3665.9,113643,254,6775
2017-11-03,32,3887.31,124394,354,6594
2017-11-04,38,3141.76,119387,352,4894
2017-11-05,36,1813.39,65282,247,4744
2017-11-06,24,3479.0,83496,186,6647
2017-11-07,24,3652.13,87651,244,6705
2017-11-08,23,3793.48,87250,329,6832
2017-11-09,23,3975.09,91427,348,6654
2017-11-10,24,3706.92,88966,311,6494
2017-11-11,25,2920.28,73007,541,4882
2017-11-12,26,2469.88,64217,497,5355
2017-11-13,29,3233.21,93763,207,6604
2017-11-14,46,3613.04,166200,216,6717
2017-11-15,33,2884.33,95183,318,6923
2017-11-16,24,3911.21,93869,264,6685
2017-11-17,47,4555.17,214093,316,6629
2017-11-18,27,2814.63,75995,392,4939
2017-11-19,24,2537.92,60910,407,4555
2017-11-20,24,3626.46,87035,239,6629
2017-11-21,24,3729.88,89517,247,6796
2017-11-22,24,3658.92,87814,320,6032
2017-11-23,24,2052.96,49271,266,3347
2017-11-24,26,2898.12,75351,257,5325
2017-11-25,24,2762.21,66293,323,5167
2017-11-26,24,2610.83,62660,454,4994
2017-11-27,24,3506.71,84161,213,6674
2017-11-28,24,3644.38,87465,254,6731
2017-11-29,24,3813.38,91521,274,6685
2017-11-30,24,3845.38,92289,284,6605
2017-12-01,24,4035.5,96852,291,6708
2017-12-02,24,3348.42,80362,489,5838
2017-12-03,24,2524.5,60588,289,5014
2017-12-04,54,3942.5,212895,247,6533
2017-12-05,32,2250.53,72017,278,4383
2017-12-06,32,3678.53,117713,409,5729
2017-12-07,24,3600.42,86410,286,6217
2017-12-08,26,3728.5,96941,319,6150
2017-12-09,24,3130.83,75140,389,5536
2017-12-10,24,2476.04,59425,391,4762
2017-12-11,37,2909.86,107665,279,6076
2017-12-12,24,3660.04,87841,256,6407
2017-12-13,26,3653.92,95002,268,6621
2017-12-14,26,3777.65,98219,298,6757
2017-12-15,29,3635.31,105424,358,6669
2017-12-16,32,2983.47,95471,413,6122
2017-12-17,42,2819.24,118408,320,4493
2017-12-18,29,3089.69,89601,260,6502
2017-12-19,24,3672.58,88142,278,6677
2017-12-20,27,3834.22,103524,306,6546
2017-12-21,24,3673.83,88172,281,6551
2017-12-22,24,3472.71,83345,329,5581
2017-12-23,23,2545.96,58557,359,4475
2017-12-24,27,2246.78,60663,303,3851
2017-12-25,27,1790.93,48355,339,3172
2017-12-26,24,2730.46,65531,213,5282
2017-12-27,24,3262.67,78304,272,5997
2017-12-28,46,3030.09,139384,288,5141
2017-12-29,29,3351.59,97196,358,4859
2017-12-30,24,2475.08,59402,339,4514
2017-12-31,24,2160.13,51843,285,3802
2018-01-01,24,1749.33,41984,381,3410
2018-01-02,28,3365.89,94245,205,5696
2018-01-03,25,3286.2,82155,283,6317
2018-01-04,24,3535.25,84846,247,6450
2018-01-05,24,3618.96,86855,301,6504
2018-01-06,24,2663.29,63919,319,4857
2018-01-07,24,2237.33,53696,260,4409
2018-01-08,24,3379.54,81109,220,6458
2018-01-09,24,3657.54,87781,239,6559
2018-01-10,45,3584.42,161299,270,6602
2018-01-11,45,2696.33,121335,291,4869
2018-01-12,24,3422.88,82149,272,5841
2018-01-13,24,2649.38,63585,361,4595
2018-01-14,41,2362.34,96856,271,4567
2018-01-15,44,2596.41,114242,269,4800
2018-01-16,26,3450.88,89723,255,6186
2018-01-17,24,3368.96,80855,245,5684
2018-01-18,23,3758.09,86436,352,6527
2018-01-19,24,3729.79,89515,283,6309
2018-01-20,28,2764.89,77417,366,4986
2018-01-21,24,2362.0,56688,367,4464
2018-01-22,45,2171.64,97724,254,5250
2018-01-23,24,2607.25,62574,211,5068
2018-01-24,25,3414.16,85354,235,6395
2018-01-25,43,3780.4,162557,265,6669
2018-01-26,27,3478.7,93925,421,6561
2018-01-27,24,3170.25,76086,373,5460
2018-01-28,25,2665.44,66636,395,4895
2018-01-29,24,3520.0,84480,230,6362
2018-01-30,24,3587.17,86092,249,6838
2018-01-31,30,3237.4,97122,376,6818
2018-02-01,24,3706.04,88945,285,6636
2018-02-02,24,3840.71,92177,422,6646
2018-02-03,40,2849.25,113970,471,3924
2018-02-04,28,2013.57,56380,520,3801
2018-02-05,26,3585.12,93213,411,6091
2018-02-06,24,3500.25,84006,237,6770
2018-02-07,32,3207.88,102652,259,6531
2018-02-08,27,3713.85,100274,233,6883
2018-02-09,24,3775.29,90607,287,6499
2018-02-10,24,3136.67,75280,330,5237
2018-02-11,24,2568.54,61645,254,4950
2018-02-12,24,3419.63,82071,230,6459
2018-02-13,24,3737.17,89692,225,6587
2018-02-14,28,3448.46,96557,283,6660
2018-02-15,25,3677.56,91939,253,6807
2018-02-16,24,3727.83,89468,273,6444
2018-02-17,26,2941.81,76487,352,5935
2018-02-18,24,2378.21,57077,284,4424
2018-02-19,41,2672.32,109565,281,4740
2018-02-20,34,3212.79,109235,234,6471
2018-02-21,24,3598.13,86355,237,6795
2018-02-22,29,3393.38,98408,245,6902
2018-02-23,35,2910.86,101880,309,6368
2018-02-24,58,2238.02,129805,404,4938
2018-02-25,30,1859.53,55786,251,4262
2018-02-26,24,3430.17,82324,267,6370
2018-02-27,33,3859.45,127362,255,6445
2018-02-28,24,3685.88,88461,294,6563
2018-03-01,24,3768.54,90445,283,6565
2018-03-02,27,3759.56,101508,295,6730
2018-03-03,24,3076.5,73836,365,5240
2018-03-04,34,2267.06,77080,299,4537
2018-03-05,47,2240.64,105310,391,5062
2018-03-06,35,2967.31,103856,231,6420
2018-03-07,25,3579.56,89489,247,6849
2018-03-08,24,3850.79,92419,260,6738
2018-03-09,26,4065.31,105698,300,6641
2018-03-10,23,3326.26,76504,358,5548
2018-03-11,40,2049.45,81978,419,4840
2018-03-12,24,3558.96,85415,228,6655
2018-03-13,24,3691.29,88591,301,6404
2018-03-14,24,3692.96,88631,285,6789
2018-03-15,23,3870.78,89028,259,6586
2018-03-16,23,3989.52,91759,287,6607
2018-03-17,24,3227.33,77456,386,5798
2018-03-18,24,2558.96,61415,321,4797
2018-03-19,24,3600.71,86417,254,6710
2018-03-20,45,3953.22,177895,247,6609
2018-03-21,26,3872.54,100686,261,6840
2018-03-22,24,3835.21,92045,228,6918
2018-03-23,24,3941.04,94585,285,6712
2018-03-24,18,4032.56,72586,950,6470
2018-03-25,24,2553.38,61281,274,4628
2018-03-26,43,3283.0,141169,248,6402
2018-03-27,33,3272.52,107993,249,6868
2018-03-28,26,3818.73,99287,263,6988
2018-03-29,23,4046.04,93059,353,6573
2018-03-30,25,3769.56,94239,329,6137
2018-03-31,37,2009.11,74337,352,4548
2018-04-01,24,2428.92,58294,249,4679
2018-04-02,32,3561.31,113962,246,6148
2018-04-03,53,2979.68,157923,277,4930
2018-04-04,27,3101.56,83742,259,6500
2018-04-05,25,3933.24,98331,280,6642
2018-04-06,26,3916.12,101819,312,6525
2018-04-07,24,3204.83,76916,342,5441
2018-04-08,34,2403.56,81721,295,4483
2018-04-09,33,3357.67,110803,251,6719
2018-04-10,24,3683.75,88410,235,7013
2018-04-11,29,3478.93,100889,259,6988
2018-04-12,25,3747.04,93676,291,7213
2018-04-13,48,3531.38,169506,306,6686
2018-04-14,68,1206.59,82048,300,2153
2018-04-15,60,1139.05,68343,151,2809
2018-04-16,27,2889.04,78004,247,5788
2018-04-17,24,3781.46,90755,271,6657
2018-04-18,27,4011.04,108298,431,7022
2018-04-19,24,3887.83,93308,275,6851
2018-04-20,24,3989.0,95736,322,6900
2018-04-21,24,3229.08,77498,369,5340
2018-04-22,24,2696.04,64705,368,4866
2018-04-23,24,3632.25,87174,259,6883
2018-04-24,24,3719.42,89266,248,7149
2018-04-25,24,3724.79,89395,237,6816
2018-04-26,24,3888.79,93331,255,7139
2018-04-27,24,4038.38,96921,328,6712
2018-04-28,24,3224.17,77380,365,5529
2018-04-29,24,2647.67,63544,280,4886
2018-04-30,28,3581.64,100286,275,6901
2018-05-01,25,3554.28,88857,275,6900
2018-05-02,33,2854.48,94198,253,6935
2018-05-03,25,3759.0,93975,259,6977
2018-05-04,24,3974.71,95393,338,6662
2018-05-05,27,3030.96,81836,345,4775
2018-05-06,25,2386.24,59656,269,4332
2018-05-07,24,3577.5,85860,244,6663
2018-05-08,32,3578.41,114509,264,6651
2018-05-09,34,3833.15,130327,261,6844
2018-05-10,24,3882.25,93174,270,7074
2018-05-11,28,3989.61,111709,302,6858
2018-05-12,26,2904.38,75514,427,5167
2018-05-13,24,2433.29,58399,342,4184
2018-05-14,34,3460.74,117665,243,6559
2018-05-15,33,3025.64,99846,248,6888
2018-05-16,24,3827.46,91859,352,6775
2018-05-17,24,3857.21,92573,294,6594
2018-05-18,25,3855.32,96383,351,6583
2018-05-19,26,2844.12,73947,477,4802
2018-05-20,24,2332.33,55976,273,4661
2018-05-21,26,3665.65,95307,321,6968
2018-05-22,26,3738.54,97202,249,6907
2018-05-23,25,3853.32,96333,303,6897
2018-05-24,30,3449.07,103472,261,6298
2018-05-25,33,3214.45,106077,300,6083
2018-05-26,24,2567.38,61617,363,4176
2018-05-27,24,2407.29,57775,401,4190
2018-05-28,28,2253.46,63097,314,4032
2018-05-29,37,3310.86,122502,239,6820
2018-05-30,36,3610.69,129985,306,7042
2018-05-31,41,3519.66,144306,307,6860
2018-06-01,24,3954.17,94900,346,6860
2018-06-02,36,3466.78,124804,424,4896
2018-06-03,24,2696.79,64723,419,4858
2018-06-04,24,3632.13,87171,285,7024
2018-06-05,24,3769.46,90467,297,7037
2018-06-06,28,4029.71,112832,318,6925
2018-06-07,25,3876.48,96912,328,6858
2018-06-08,31,3904.35,121035,354,6727
2018-06-09,43,3249.3,139720,517,4257
2018-06-10,24,2272.29,54535,293,4125
2018-06-11,28,3608.18,101029,291,6556
2018-06-12,25,3578.72,89468,314,6777
2018-06-13,24,3722.83,89348,328,6781
2018-06-14,24,3797.88,91149,308,6890
2018-06-15,26,3903.08,101480,358,6361
2018-06-16,36,2950.19,106207,391,4900
2018-06-17,34,2438.24,82900,393,4404
2018-06-18,43,3247.56,139645,272,6757
2018-06-19,55,3922.65,215746,269,6821
2018-06-20,26,3664.04,95265,301,6811
2018-06-21,25,3920.48,98012,348,6557
2018-06-22,24,3903.5,93684,364,6222
2018-06-23,29,2781.83,80673,407,5018
2018-06-24,28,2676.64,74946,373,4317
2018-06-25,27,3532.33,95373,331,6232
2018-06-26,38,3172.58,120558,297,6765
2018-06-27,24,3757.96,90191,313,6666
2018-06-28,26,3805.88,98953,309,6568
2018-06-29,24,3774.08,90578,385,6051
2018-06-30,25,2732.52,68313,429,4776
2018-07-01,37,2420.95,89575,372,4380
2018-07-02,24,3404.5,81708,398,5936
2018-07-03,29,3627.97,105211,340,6135
2018-07-04,30,2059.93,61798,353,3318
2018-07-05,25,3134.64,78366,317,5908
2018-07-06,24,3323.88,79773,343,5353
2018-07-07,24,2671.92,64126,382,4289
2018-07-08,24,2557.58,61382,327,4514
2018-07-09,26,3375.38,87760,320,6311
2018-07-10,25,3673.64,91841,295,6566
2018-07-11,24,3673.88,88173,321,6522
2018-07-12,34,3483.76,118448,296,6612
2018-07-13,44,3503.32,154146,350,6153
2018-07-14,34,2369.03,80547,437,4524
2018-07-15,26,2353.15,61182,366,4438
2018-07-16,24,3485.54,83653,297,6269
2018-07-17,24,3607.25,86574,274,6417
2018-07-18,24,3711.67,89080,313,6606
2018-07-19,36,3859.56,138944,303,6459
2018-07-20,45,3473.07,156288,360,6086
2018-07-21,24,2996.04,71905,418,4796
2018-07-22,24,2663.67,63928,344,4875
2018-07-23,30,3342.57,100277,354,6317
2018-07-24,24,3632.96,87191,297,6558
2018-07-25,27,3982.3,107522,290,6668
2018-07-26,26,3874.0,100724,306,6566
2018-07-27,24,3693.33,88640,344,6254
2018-07-28,25,2679.16,66979,384,4229
2018-07-29,30,2768.73,83062,378,4489
2018-07-30,25,3558.12,88953,317,6313
2018-07-31,24,3549.17,85180,299,6357
2018-08-01,29,3889.1,112784,352,6455
2018-08-02,24,3681.46,88355,324,6435
2018-08-03,32,3543.47,113391,371,5888
2018-08-04,33,2833.12,93493,362,4602
2018-08-05,26,2512.5,65325,356,4875
2018-08-06,31,3563.84,110479,327,6651
2018-08-07,28,3710.64,103898,288,6471
2018-08-08,26,3528.08,91730,295,6652
2018-08-09,31,3589.48,111274,336,6532
2018-08-10,25,3657.72,91443,374,5950
2018-08-11,29,2579.07,74793,423,4310
2018-08-12,31,2246.35,69637,365,4522
2018-08-13,24,3474.21,83381,348,6383
2018-08-14,24,3730.13,89523,284,6573
2018-08-15,24,3622.04,86929,335,6561
2018-08-16,25,3794.56,94864,300,6494
2018-08-17,26,3634.54,94498,363,5994
2018-08-18,33,2792.61,92156,448,5146
2018-08-19,24,2774.92,66598,386,4989
2018-08-20,40,3828.75,153150,346,6423
2018-08-21,24,3637.29,87295,316,6837
2018-08-22,24,3695.58,88694,279,6589
2018-08-23,23,3978.09,91496,381,6815
2018-08-24,61,4216.25,257191,387,6243
2018-08-25,45,2688.33,120975,366,5015
2018-08-26,44,2312.09,101732,325,4638
2018-08-27,29,3286.66,95313,292,6535
2018-08-28,43,3742.65,160934,234,6657
2018-08-29,28,3935.21,110186,299,6775
2018-08-30,27,3728.89,100680,326,6466
2018-08-31,33,3428.55,113142,358,6270
2018-09-01,29,3119.38,90462,419,5056
2018-09-02,32,2337.72,74807,316,4549
2018-09-03,43,2029.07,87250,310,4446
2018-09-04,61,3623.93,221060,254,6379
2018-09-05,32,3445.34,110251,254,6668
2018-09-06,31,3235.65,100305,281,6526
2018-09-07,24,3698.42,88762,307,6675
2018-09-08,24,2818.96,67655,393,4848
2018-09-09,24,2472.33,59336,345,4322
2018-09-10,24,3511.04,84265,286,6561
2018-09-11,24,3721.67,89320,265,6601
2018-09-12,26,3883.27,100965,314,6677
2018-09-13,24,3680.92,88342,332,6514
2018-09-14,24,3776.0,90624,333,6728
2018-09-15,25,2871.72,71793,428,4990
2018-09-16,24,2458.46,59003,313,4539
2018-09-17,35,3887.54,136064,260,6533
2018-09-18,46,3399.15,156361,227,6623
2018-09-19,56,3766.48,210923,282,6510
2018-09-20,64,3621.44,231772,265,6331
2018-09-21,32,3706.91,118621,304,6539
2018-09-22,24,3099.92,74398,611,4847
2018-09-23,24,2530.88,60741,319,4594
2018-09-24,28,3108.71,87044,219,6591
2018-09-25,31,3446.45,106840,234,6597
2018-09-26,24,3692.79,88627,227,6334
2018-09-27,25,3777.36,94434,312,6589
2018-09-28,24,3854.92,92518,301,6401
2018-09-29,24,3017.67,72424,359,4878
2018-09-30,26,2645.58,68785,335,4547
